"page","section","row","cell","old_text","new_text","baseline_page","baseline_sha256","candidate_sha256","label","found_in_complete_table"
"table_s2_part_02.html","thead",2,1,"Metric1","Metric1","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,2,"Unit","Unit","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,3,"Overall","Overall","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,4,"Borås (SE)","Borås (SE)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,5,"Delft (NL)","Delft (NL)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,6,"Dortmund (DE)","Dortmund (DE)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,7,"Tübingen (DE)","Tübingen (DE)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,8,"Munich (DE)","Munich (DE)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,9,"Madrid (ES)","Madrid (ES)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,10,"Izmir (TR)","Izmir (TR)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,11,"San José (CR)","San José (CR)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,12,"Kumasi (GH)","Kumasi (GH)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,13,"Scaling2","Scaling2","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","thead",2,14,"Distribution3","Distribution3","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",1,1,"Exposure history","Exposure history","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,1,"melEDI dose Intensity–duration-weighted melanopic exposure; summarizes cumulative non-visual retinal light input.","melEDI dose Intensity–duration-weighted melanopic exposure; summarizes cumulative non-visual retinal light input.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,2,"klx·h","klx·h","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,3,"4.96 (1.936, 12.313) 10.358 ± 16.216 N=141; d=761","4.96 (1.936, 12.313) 10.358 ± 16.216 N=141; d=761","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,4,"9.296 (3.892, 21.895) 19.923 ± 27.784 N=13; d=71","9.296 (3.892, 21.895) 19.923 ± 27.784 N=13; d=71","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,5,"10.495 (3.855, 17.395) 15.881 ± 20.395 N=13; d=74","10.495 (3.855, 17.395) 15.881 ± 20.395 N=13; d=74","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,6,"6.751 (2.469, 14.435) 13.809 ± 23.711 N=18; d=97","6.751 (2.469, 14.435) 13.809 ± 23.711 N=18; d=97","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,7,"3.862 (1.411, 10.217) 7.719 ± 9.847 N=26; d=137","3.862 (1.411, 10.217) 7.719 ± 9.847 N=26; d=137","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,8,"7.11 (1.897, 15.789) 10.055 ± 11.237 N=10; d=55","7.11 (1.897, 15.789) 10.055 ± 11.237 N=10; d=55","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,9,"3.317 (1.703, 6.29) 6.115 ± 8.79 N=23; d=125","3.317 (1.703, 6.29) 6.115 ± 8.79 N=23; d=125","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,10,"4.35 (1.791, 10.625) 7.49 ± 8.898 N=17; d=96","4.35 (1.791, 10.625) 7.49 ± 8.898 N=17; d=96","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,11,"2.195 (1.339, 4.117) 3.281 ± 2.573 N=6; d=30","2.195 (1.339, 4.117) 3.281 ± 2.573 N=6; d=30","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,12,"6.045 (2.49, 14.907) 10.016 ± 10.799 N=15; d=76","6.045 (2.49, 14.907) 10.016 ± 10.799 N=15; d=76","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,13,"Symlog (base 10; threshold 1)","Symlog (base 10; threshold 1)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",2,14,"melEDI dose distribution by site. Exact numerical summaries are in the adjacent cells.","melEDI dose distribution by site. Exact numerical summaries are in the adjacent cells.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",3,1,"Level","Level","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,1,"Mean melEDI Geometric average of daily melEDI values, including zeros; summarizes overall exposure while reducing peak influence.","Mean melEDI Geometric average of daily melEDI values, including zeros; summarizes overall exposure while reducing peak influence.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,2,"lx","lx","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,3,"5.154 (2.831, 9.225) 7.587 ± 9.496 N=141; d=816","5.154 (2.831, 9.225) 7.587 ± 9.496 N=141; d=816","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,4,"7.569 (4.55, 11.613) 9.171 ± 7.111 N=13; d=78","7.569 (4.55, 11.613) 9.171 ± 7.111 N=13; d=78","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,5,"6.659 (4.18, 11.674) 8.274 ± 6.558 N=13; d=78","6.659 (4.18, 11.674) 8.274 ± 6.558 N=13; d=78","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,6,"7.704 (3.081, 13.924) 12.017 ± 18.865 N=18; d=107","7.704 (3.081, 13.924) 12.017 ± 18.865 N=18; d=107","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,7,"5.232 (3.224, 8.188) 7.221 ± 6.33 N=26; d=150","5.232 (3.224, 8.188) 7.221 ± 6.33 N=26; d=150","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,8,"9.013 (4.011, 15.089) 12.102 ± 12.013 N=10; d=60","9.013 (4.011, 15.089) 12.102 ± 12.013 N=10; d=60","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,9,"3.505 (1.469, 6.211) 4.166 ± 3.272 N=23; d=129","3.505 (1.469, 6.211) 4.166 ± 3.272 N=23; d=129","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,10,"5.857 (3.726, 7.986) 7.778 ± 6.946 N=17; d=101","5.857 (3.726, 7.986) 7.778 ± 6.946 N=17; d=101","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,11,"4.325 (3.585, 6.77) 5.248 ± 2.85 N=6; d=32","4.325 (3.585, 6.77) 5.248 ± 2.85 N=6; d=32","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,12,"2.144 (0.744, 4.042) 3.019 ± 2.896 N=15; d=81","2.144 (0.744, 4.042) 3.019 ± 2.896 N=15; d=81","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,13,"Symlog (base 10; threshold 1)","Symlog (base 10; threshold 1)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",4,14,"Mean melEDI distribution by site. Exact numerical summaries are in the adjacent cells.","Mean melEDI distribution by site. Exact numerical summaries are in the adjacent cells.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",5,1,"Brightest 10 h mean Mean of the brightest 10 hours; reflects the strength of the main daytime light episode.","Brightest 10 h mean Mean of the brightest 10 hours; reflects the strength of the main daytime light episode.","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",5,2,"lx","lx","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",5,3,"110.566 (41.513, 243.212) 214.866 ± 508.56 N=141; d=816","110.566 (41.513, 243.212) 214.866 ± 508.56 N=141; d=816","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
"table_s2_part_02.html","tbody",5,4,"252.689 (104.514, 461.953) 399.302 ± 518.102 N=13; d=78","252.689 (104.514, 461.953) 399.302 ± 518.102 N=13; d=78","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_revision_2026_09_13/attempt_04/pages/table_s2_part_02.html","3a6a313261c02e81664f642df7eb52c8681712b02d6f8dd540e0b7d60ac143eb","fd3b69bf5b7f0d514b2769f96b18a3fdc0a3ec53e3f4c56c936b56a7742d5f4b","Table_S2",TRUE
