"package","static_detected","static_source_count","static_sources","declared_require","declared_version","base_package","dependency_policy","runtime_required","explicit_lock_expected","policy_rationale","installed_version","installed_built","installed_library","installed_repository","installed_remote_type","installed_remote_host","installed_remote_repo","installed_remote_ref","installed_remote_sha","lock_version","lock_source","lock_repository","lock_remote_type","lock_remote_host","lock_remote_repo","lock_remote_ref","lock_remote_sha","installed","locked","lock_expected","version_equal","scanner_false_positive_confirmed","reconciliation_status","source_metadata_status"
"suntools",TRUE,3,"scripts/pipeline/site_solar_context.R;scripts/pipeline/verify_site_solar_context_artifacts.R;tests/test_site_solar_context.R","","",FALSE,"",FALSE,FALSE,"","1.1.0","R 4.6.0; ; 2026-06-17 19:08:10 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","suntools","1.1.0","1.1.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"survival",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","3.8-6","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:54:33 UTC; unix","/Library/Frameworks/R.framework/Resources/library","CRAN","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"library_only","not_comparable"
"svglite",TRUE,2,"scripts/descriptives/descriptive_contract.R;scripts/pipeline/prepared_day_showcase.R","","",FALSE,"",FALSE,FALSE,"","2.2.2","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 02:23:12 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","svglite","2.2.2","2.2.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"sys",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","3.4.3","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:00 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","sys","3.4.3","3.4.3","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"systemfonts",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.3.2","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:16:44 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","systemfonts","1.3.2","1.3.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"tcltk",FALSE,0,"","","",TRUE,"",FALSE,FALSE,"","4.6.1","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:51 UTC; unix","/Library/Frameworks/R.framework/Resources/library","","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"base_package","not_comparable"
"terra",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.9-34","R 4.6.0; aarch64-apple-darwin23; 2026-06-19 15:42:07 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","terra","1.9-34","1.9-34","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"textshaping",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.0.5","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:19:28 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","textshaping","1.0.5","1.0.5","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"tibble",TRUE,97,"audit/scripts/audit_h01_predictor_identifiability.R;audit/scripts/audit_h03_h04_category_support.R;audit/scripts/audit_mder_device_assignment.R;notebooks/hypotheses/H02.qmd;notebooks/preparation/01_import_state_alignment.qmd;notebooks/preparation/04_metric_derivation.qmd;notebooks/preparation/06_model_ready_datasets.qmd;RQ1_chest.qmd;RQ1.qmd;RQ3_chest.qmd;RQ3.qmd;scripts/hypotheses/H01/audit_h01_major_gates.R;scripts/hypotheses/H01/audit_h01_postbootstrap_response_families.R;scripts/hypotheses/H01/build_h01_worker_manifest.R;scripts/hypotheses/H01/h01_contract.R;scripts/hypotheses/H01/h01_modeling.R;scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R;scripts/hypotheses/H01/run_h01_models.R;scripts/hypotheses/H02/audit_submitted_h02.R;scripts/hypotheses/H02/build_h02_figure4_replication.R;scripts/hypotheses/H02/build_h02_model_data.R;scripts/hypotheses/H02/build_h02_worker_manifest.R;scripts/hypotheses/H02/h02_contract.R;scripts/hypotheses/H02/h02_data.R;scripts/hypotheses/H02/h02_dominance.R;scripts/hypotheses/H02/h02_figure4_pointwise.R;scripts/hypotheses/H02/h02_modeling.R;scripts/hypotheses/H02/run_h02_analysis.R;scripts/hypotheses/H02/run_h02_dominance_analysis.R;scripts/hypotheses/H02/run_h02_formula_sensitivity.R;scripts/hypotheses/H02/run_h02_temporal_diagnostics.R;scripts/pipeline/aggregation_coverage.R;scripts/pipeline/base_model_data.R;scripts/pipeline/build_base_model_data.R;scripts/pipeline/build_coverage_sample_flow.R;scripts/pipeline/build_daily_coverage_rule_diagnostic.R;scripts/pipeline/build_h01_manuscript_prepared_data.R;scripts/pipeline/build_h01_model_data.R;scripts/pipeline/build_import_alignment.R;scripts/pipeline/build_mder_support_gate.R;scripts/pipeline/build_metric_derivation.R;scripts/pipeline/build_model_input_acquisition.R;scripts/pipeline/build_reference_profiles.R;scripts/pipeline/build_site_solar_context.R;scripts/pipeline/build_temporal_sequence_provenance.R;scripts/pipeline/daily_coverage_rule_diagnostic.R;scripts/pipeline/h01_manuscript_prepared_adapter.R;scripts/pipeline/h01_model_data.R;scripts/pipeline/import_sources.R;scripts/pipeline/metric_derivation.R;scripts/pipeline/model_input_acquisition.R;scripts/pipeline/model_input_normalization.R;scripts/pipeline/site_solar_context.R;scripts/pipeline/state_alignment.R;scripts/pipeline/temporal_sequence_provenance.R;scripts/pipeline/time_support.R;scripts/pipeline/verify_base_model_data_artifacts.R;scripts/pipeline/verify_coverage_artifacts.R;scripts/pipeline/verify_h01_manuscript_prepared_data_artifacts.R;scripts/pipeline/verify_import_alignment_artifacts.R;scripts/pipeline/verify_mder_support_gate_artifacts.R;scripts/pipeline/verify_metric_derivation_core.R;scripts/pipeline/verify_metric_derivation_mder.R;scripts/pipeline/verify_model_input_acquisition.R;scripts/pipeline/verify_reference_profile_artifacts.R;scripts/pipeline/verify_site_solar_context_artifacts.R;scripts/pipeline/verify_state_support_gate_artifacts.R;scripts/pipeline/verify_temporal_sequence_provenance_artifacts.R;tests/hypotheses/H02/test_h02_contract.R;tests/hypotheses/H02/test_h02_dominance_fit.R;tests/hypotheses/H02/test_h02_dominance.R;tests/hypotheses/H02/test_h02_figure4_replication.R;tests/run_pipeline_tests.R;tests/test_aggregation_coverage.R;tests/test_base_model_data.R;tests/test_build_coverage_sample_flow.R;tests/test_build_metric_derivation.R;tests/test_build_reference_profiles.R;tests/test_daily_coverage_rule_diagnostic.R;tests/test_h01_model_data.R;tests/test_manuscript_prepared_data.R;tests/test_mder_support_gate.R;tests/test_model_input_acquisition.R;tests/test_model_input_normalization.R;tests/test_site_solar_context.R;tests/test_temporal_sequence_provenance.R;tests/test_time_support.R;tests/test_true_day_grid.R;tests/test_verify_coverage_artifacts.R;tests/test_verify_import_alignment_artifacts.R;tests/test_verify_mder_support_gate_artifacts.R;tests/test_verify_metric_derivation_core.R;tests/test_verify_metric_derivation_mder.R;tests/test_verify_reference_profile_artifacts.R;tests/test_verify_state_support_gate_artifacts.R","","",FALSE,"",FALSE,FALSE,"","3.3.1","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 05:14:40 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","tibble","3.3.1","3.3.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"tidyr",TRUE,32,"audit/scripts/audit_h03_h04_category_support.R;notebooks/preparation/04_metric_derivation.qmd;scripts/descriptives/build_descriptive_data.R;scripts/descriptives/build_previous_comparisons.R;scripts/descriptives/build_publication_tables.R;scripts/hypotheses/H01/h01_contract.R;scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R;scripts/hypotheses/H02/build_h02_figure4_replication.R;scripts/hypotheses/H02/build_h02_model_data.R;scripts/hypotheses/H02/h02_contract.R;scripts/hypotheses/H02/h02_figure4_pointwise.R;scripts/hypotheses/H02/h02_modeling.R;scripts/hypotheses/H02/run_h02_analysis.R;scripts/hypotheses/H02/run_h02_formula_sensitivity.R;scripts/hypotheses/H02/run_h02_temporal_diagnostics.R;scripts/pipeline/daily_coverage_rule_diagnostic.R;scripts/pipeline/h01_manuscript_prepared_adapter.R;scripts/pipeline/h01_model_data.R;scripts/pipeline/mder_support_gate.R;scripts/pipeline/metric_derivation.R;scripts/pipeline/reference_profiles.R;scripts/pipeline/state_interval_projection.R;scripts/pipeline/verify_h01_manuscript_prepared_data_artifacts.R;scripts/pipeline/verify_mder_support_gate_artifacts.R;scripts/pipeline/verify_metric_derivation_core.R;scripts/pipeline/verify_reference_profile_artifacts.R;scripts/pipeline/verify_temporal_sequence_provenance_artifacts.R;tests/hypotheses/H02/test_h02_contract.R;tests/hypotheses/H02/test_h02_dominance_fit.R;tests/test_temporal_sequence_provenance.R;tests/test_verify_metric_derivation_core.R;tests/test_verify_state_support_gate_artifacts.R","","",FALSE,"",FALSE,FALSE,"","1.3.2","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 15:50:18 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","tidyr","1.3.2","1.3.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"tidyselect",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.2.1","R 4.6.0; ; 2026-07-28 21:05:01 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","tidyselect","1.2.1","1.2.1","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"tidyverse",TRUE,9,"data_preparation.qmd;Descriptives.qmd;metric_preparation.qmd;RQ1_chest.qmd;RQ1.qmd;RQ2_chest.qmd;RQ2.qmd;RQ3_chest.qmd;RQ3.qmd","","",FALSE,"",FALSE,FALSE,"","2.0.0","R 4.6.0; ; 2026-04-29 20:27:54 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","tidyverse","2.0.0","2.0.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"timechange",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.4.0","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:44:04 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","timechange","0.4.0","0.4.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"timeDate",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","4052.112","R 4.6.0; ; 2026-04-25 15:42:55 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","timeDate","4052.112","4052.112","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"tinytex",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.60","R 4.6.0; ; 2026-06-17 18:54:47 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","tinytex","0.60","0.60","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"TMB",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.9.21","R 4.6.1; aarch64-apple-darwin23; 2026-07-29 20:28:13 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","TMB","1.9.21","1.9.21","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"tools",TRUE,9,"scripts/environment/environment_audit.R;scripts/environment/snapshot_renv_lock.R;scripts/hypotheses/H01/run_h01_models.R;scripts/hypotheses/H02/build_h02_figure4_replication.R;scripts/hypotheses/H02/run_h02_analysis.R;scripts/pipeline/build_preanalysis_comparison.R;scripts/pipeline/prepared_day_showcase.R;scripts/pipeline/verify_preanalysis_comparison_artifacts.R;tests/test_environment_audit.R","","",TRUE,"",FALSE,FALSE,"","4.6.1","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:16 UTC; unix","/Library/Frameworks/R.framework/Resources/library","","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"base_package","not_comparable"
"tweedie",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","3.1.0","R 4.6.0; aarch64-apple-darwin23; 2026-05-19 11:15:44 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","tweedie","3.1.0","3.1.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"tzdb",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.5.0","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:43 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","tzdb","0.5.0","0.5.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"ucminf",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.2.3","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:52:24 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","ucminf","1.2.3","1.2.3","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"units",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.0-1","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:40:45 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","units","1.0-1","1.0-1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"urca",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.3-4","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 02:19:51 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","urca","1.3-4","1.3-4","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"utf8",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.2.6","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:04 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","utf8","1.2.6","1.2.6","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"utils",TRUE,40,"audit/scripts/compare_preparation04_baseline.R;audit/scripts/finalize_preparation04_reconciliation.R;audit/scripts/verify_hypothesis_comparison_ledgers.R;scripts/descriptives/build_descriptives.R;scripts/descriptives/descriptive_contract.R;scripts/environment/environment_audit.R;scripts/environment/renv_status_timeout.R;scripts/environment/snapshot_renv_lock.R;scripts/hypotheses/H01/audit_h01_postbootstrap_response_families.R;scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R;scripts/hypotheses/H02/h02_modeling.R;scripts/hypotheses/H02/run_h02_dominance_analysis.R;scripts/hypotheses/H02/run_h02_temporal_diagnostics.R;scripts/pipeline/assertions.R;scripts/pipeline/base_model_data.R;scripts/pipeline/build_h01_manuscript_prepared_data.R;scripts/pipeline/build_h01_model_data.R;scripts/pipeline/build_model_input_acquisition.R;scripts/pipeline/build_site_solar_context.R;scripts/pipeline/import_sources.R;scripts/pipeline/manuscript_prepared_data.R;scripts/pipeline/metric_display_registry.R;scripts/pipeline/model_input_acquisition.R;scripts/pipeline/prepared_day_showcase.R;scripts/pipeline/site_solar_context.R;scripts/pipeline/verify_base_model_data_artifacts.R;scripts/pipeline/verify_coverage_artifacts.R;scripts/pipeline/verify_manuscript_prepared_data_artifacts.R;scripts/pipeline/verify_prepared_day_showcase_artifacts.R;scripts/pipeline/verify_site_solar_context_artifacts.R;tests/descriptives/run_tests.R;tests/hypotheses/H01/test_h01_fit_outputs.R;tests/run_pipeline_tests.R;tests/test_environment_audit.R;tests/test_environment_smoke.R;tests/test_prepared_day_showcase.R;tests/test_renv_lockfile.R;tests/test_site_display_registry.R;tests/test_site_solar_context.R;tests/test_verify_state_support_gate_artifacts.R","","",TRUE,"",FALSE,FALSE,"","4.6.1","R 4.6.1; aarch64-apple-darwin23; 2026-06-25 21:53:27 UTC; unix","/Library/Frameworks/R.framework/Resources/library","","","","","","","","","","","","","","",TRUE,FALSE,FALSE,FALSE,,"base_package","not_comparable"
"uuid",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.2-2","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:57:30 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","uuid","1.2-2","1.2-2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"V8",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","8.2.0","R 4.6.0; aarch64-apple-darwin20; 2026-07-14 15:53:26 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","V8","8.2.0","8.2.0","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"vctrs",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.7.3","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:15:23 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","vctrs","0.7.3","0.7.3","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"viridisLite",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.4.3","R 4.6.0; ; 2026-04-25 15:40:19 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","viridisLite","0.4.3","0.4.3","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"visreg",TRUE,1,"_explorative.qmd","","",FALSE,"",FALSE,FALSE,"","2.8.0","R 4.6.1; ; 2026-07-29 20:28:17 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","visreg","2.8.0","2.8.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"vroom",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.7.1","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 11:09:05 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","vroom","1.7.1","1.7.1","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"warp",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.2.3","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:57:59 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","warp","0.2.3","0.2.3","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"webshot2",TRUE,1,"Descriptives.qmd","","",FALSE,"",FALSE,FALSE,"","0.1.2","R 4.6.0; ; 2026-04-26 06:13:42 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","webshot2","0.1.2","0.1.2","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"websocket",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.4.4","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:37:04 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","websocket","1.4.4","1.4.4","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"withr",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","3.0.3","R 4.6.0; ; 2026-06-19 06:07:49 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","withr","3.0.3","3.0.3","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"wk",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","0.9.5","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:40:40 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","wk","0.9.5","0.9.5","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"xfun",TRUE,1,"notebooks/descriptives.qmd","","",FALSE,"",FALSE,FALSE,"","0.59","R 4.6.1; aarch64-apple-darwin23; 2026-07-29 20:28:07 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","xfun","0.59","0.59","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"xml2",TRUE,3,"metric_preparation.qmd;scripts/descriptives/build_previous_comparisons.R;tests/descriptives/run_tests.R","","",FALSE,"",FALSE,FALSE,"","1.6.0","R 4.6.1; aarch64-apple-darwin23; 2026-06-22 16:51:32 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","CRAN","standard","","","xml2","1.6.0","1.6.0","Repository","CRAN","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"xtable",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","1.8-8","R 4.6.0; ; 2026-06-17 18:57:10 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","xtable","1.8-8","1.8-8","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
"yaml",FALSE,0,"","","",FALSE,"",FALSE,FALSE,"","2.3.12","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:02:52 UTC; unix","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","RSPM","standard","","","yaml","2.3.12","2.3.12","Repository","https://packagemanager.posit.co/cran/latest","","","","","",TRUE,TRUE,TRUE,TRUE,,"version_synchronized","repository_metadata_present"
