run_id,site,work_free_day,activity_status,clock_hour_bin,one_hour_observations,participant_days,participants
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",0,31,31,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",1,31,31,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",2,31,31,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",3,31,31,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",4,31,31,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",5,31,31,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",6,30,30,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",7,28,28,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",8,29,29,10
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",9,31,31,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",10,29,29,10
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",11,28,28,10
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",12,30,30,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",13,31,31,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",14,30,30,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",16,31,31,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",17,30,30,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",18,30,30,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",19,28,28,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",20,25,25,8
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",21,30,30,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",22,31,31,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",23,31,31,11
main__chest__all_available,KNUST,Free day,"Active (light, moderate, or vigorous exercise)",15,29,29,11
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),0,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),1,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),2,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),3,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),4,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),5,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),6,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),8,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),9,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),10,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),11,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),12,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),13,4,4,3
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),14,4,4,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),15,4,4,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),16,4,4,3
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),17,4,4,3
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),18,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),19,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),20,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),21,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),22,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),23,5,5,4
main__chest__all_available,KNUST,Work day,Sedentary (no reported exercise),7,4,4,3
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",0,36,36,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",1,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",2,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",3,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",4,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",5,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",6,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",7,36,36,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",8,34,34,13
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",9,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",10,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",11,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",12,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",13,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",14,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",15,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",16,36,36,13
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",17,35,35,13
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",18,34,34,12
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",19,34,34,13
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",20,37,37,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",21,36,36,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",22,35,35,14
main__chest__all_available,RISE,Work day,"Active (light, moderate, or vigorous exercise)",23,36,36,14
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",0,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",1,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",2,18,18,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",3,18,18,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",4,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",5,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",6,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",7,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",8,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",9,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",10,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",11,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",13,18,18,11
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",16,18,18,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",17,18,18,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",18,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",19,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",20,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",21,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",22,18,18,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",23,19,19,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",12,18,18,12
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",14,16,16,11
main__chest__all_available,RISE,Free day,"Active (light, moderate, or vigorous exercise)",15,17,17,12
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),0,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),1,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),2,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),3,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),4,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),5,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),6,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),7,16,16,9
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),8,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),9,16,16,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),10,16,16,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),11,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),12,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),13,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),14,16,16,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),15,16,16,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),16,14,14,9
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),17,16,16,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),18,16,16,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),19,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),20,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),21,17,17,10
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),22,16,16,9
main__chest__all_available,RISE,Work day,Sedentary (no reported exercise),23,16,16,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),0,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),1,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),2,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),3,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),4,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),5,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),6,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),7,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),8,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),9,12,12,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),10,12,12,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),11,12,12,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),12,12,12,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),13,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),14,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),15,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),16,12,12,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),17,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),18,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),19,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),20,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),21,13,13,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),22,11,11,9
main__chest__all_available,RISE,Free day,Sedentary (no reported exercise),23,13,13,9
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",0,21,21,13
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",1,21,21,13
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",2,21,21,13
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",3,21,21,13
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",4,21,21,13
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",5,21,21,13
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",6,21,21,13
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",7,21,21,13
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",8,20,20,13
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",9,20,20,13
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",10,18,18,12
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",11,19,19,12
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",12,21,21,13
main__chest__all_available,THUAS,Free day,"Active (light, moderate, or vigorous exercise)",13,21,21,13
