"document","manuscript_role","label","caption","source_qmd","source_line","render_html","render_anchor","html_exists","anchor_count","rendered_table_count","rendered_gt_table_count","rendered_non_gt_table_count","caption_count","figcaption_count","table_caption_count","rendered_caption","caption_matches_source","reference_resolved","aria_describedby_count","caption_relation_valid","render_locator","identifier_conforms","thead_count","tbody_count","column_header_count","body_row_count","body_cell_count","stub_cell_count","row_group_count","spanner_count","footnote_block_count","source_note_block_count","semantic_core_present","quarto_caption_owned","current_implementation","native_gt_current","publication_structure_current","manual_visual_accessibility_review_required","manual_review_scope","target_implementation","conversion_required","required_action","evidence"
"H10","supplemental-table candidate","tbl-h10-multiplicity","Multiplicity-family verification for the primary dataset.","notebooks/hypotheses/H10.qmd",364,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-multiplicity",TRUE,1,1,1,0,1,1,0,"Table 3: Multiplicity-family verification for the primary dataset.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,8,48,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-near-age","Primary near-eye age associations.","notebooks/hypotheses/H10.qmd",419,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-near-age",TRUE,1,1,1,0,1,1,0,"Table 4: Primary near-eye age associations.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,17,119,0,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-near-sex","Primary near-eye measured biological-sex associations.","notebooks/hypotheses/H10.qmd",445,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-near-sex",TRUE,1,1,1,0,1,1,0,"Table 5: Primary near-eye measured biological-sex associations.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,17,119,0,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-chest-age","Complementary chest age associations.","notebooks/hypotheses/H10.qmd",473,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-chest-age",TRUE,1,1,1,0,1,1,0,"Table 6: Complementary chest age associations.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,17,119,0,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-chest-sex","Complementary chest measured biological-sex associations.","notebooks/hypotheses/H10.qmd",484,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-chest-sex",TRUE,1,1,1,0,1,1,0,"Table 7: Complementary chest measured biological-sex associations.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,17,119,0,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-supported-interactions","Site-heterogeneity comparisons meeting their adjusted rule.","notebooks/hypotheses/H10.qmd",495,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-supported-interactions",TRUE,1,1,1,0,1,1,0,"Table 8: Site-heterogeneity comparisons meeting their adjusted rule.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,2,12,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-site-estimates","Site-specific age estimates for the two retained heterogeneity comparisons.","notebooks/hypotheses/H10.qmd",542,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-site-estimates",TRUE,1,1,1,0,1,1,0,"Table 9: Site-specific age estimates for the two retained heterogeneity comparisons.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,3,16,48,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-diagnostic-counts","Model-assessment counts by placement and association.","notebooks/hypotheses/H10.qmd",601,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-diagnostic-counts",TRUE,1,1,1,0,1,1,0,"Table 10: Model-assessment counts by placement and association.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,8,32,0,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-metric-sensitivities","Declared metric-specific sensitivity estimates.","notebooks/hypotheses/H10.qmd",731,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-metric-sensitivities",TRUE,1,1,1,0,1,1,0,"Table 11: Declared metric-specific sensitivity estimates.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,8,56,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-current-mder","Current MDER associations in the primary and gap-timing-unaware datasets.","notebooks/hypotheses/H10.qmd",784,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-current-mder",TRUE,1,1,1,0,1,1,0,"Table 12: Current MDER associations in the primary and gap-timing-unaware datasets.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,8,56,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-current-mder-distribution","Current MDER distribution and influence assessment.","notebooks/hypotheses/H10.qmd",821,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-current-mder-distribution",TRUE,1,1,1,0,1,1,0,"Table 13: Current MDER distribution and influence assessment.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,4,28,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H10","supplemental-table candidate","tbl-h10-stability","Stability of the 11 retained main findings.","notebooks/hypotheses/H10.qmd",859,"_build/nathealth/notebooks/hypotheses/H10.html","tbl-h10-stability",TRUE,1,1,1,0,1,1,0,"Table 14: Stability of the 11 retained main findings.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,8,11,88,0,0,0,0,1,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-primary-samples","Exact fitted samples for the primary near-eye and complementary chest analyses.","notebooks/hypotheses/H11.qmd",576,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-primary-samples",TRUE,1,1,1,0,1,1,0,"Table 1: Exact fitted samples for the primary near-eye and complementary chest analyses.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,2,14,2,0,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-data-deviations","H11 data, placement, and estimand deviations or clarifications.","notebooks/hypotheses/H11.qmd",634,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-data-deviations",TRUE,1,1,1,0,1,1,0,"Table 2: H11 data, placement, and estimand deviations or clarifications.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,4,16,4,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-model-deviations","H11 model, inference, and reporting deviations or clarifications.","notebooks/hypotheses/H11.qmd",666,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-model-deviations",TRUE,1,1,1,0,1,1,0,"Table 3: H11 model, inference, and reporting deviations or clarifications.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,5,20,5,0,0,0,0,TRUE,TRUE,"native gt: constructor visible in labelled chunk",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","main-table component","tbl-h11-near-global","Primary near-eye global complete-curve test.","notebooks/hypotheses/H11.qmd",704,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-near-global",TRUE,1,1,1,0,1,1,0,"Table 4: Primary near-eye global complete-curve test.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,1,7,1,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-near-decomposition","Primary near-eye level and shape decomposition.","notebooks/hypotheses/H11.qmd",745,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-near-decomposition",TRUE,1,1,1,0,1,1,0,"Table 5: Primary near-eye level and shape decomposition.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,3,13,2,1,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-near-effect-size","Primary near-eye biological-sex effect-size estimators.","notebooks/hypotheses/H11.qmd",771,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-near-effect-size",TRUE,1,1,1,0,1,1,0,"Table 6: Primary near-eye biological-sex effect-size estimators.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,2,8,2,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","main-table component","tbl-h11-chest-global","Complementary chest global complete-curve test.","notebooks/hypotheses/H11.qmd",784,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-chest-global",TRUE,1,1,1,0,1,1,0,"Table 7: Complementary chest global complete-curve test.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,1,7,1,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-chest-decomposition","Complementary chest level and shape decomposition.","notebooks/hypotheses/H11.qmd",816,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-chest-decomposition",TRUE,1,1,1,0,1,1,0,"Table 8: Complementary chest level and shape decomposition.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,3,13,2,1,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-chest-effect-size","Complementary chest biological-sex effect-size estimators.","notebooks/hypotheses/H11.qmd",834,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-chest-effect-size",TRUE,1,1,1,0,1,1,0,"Table 9: Complementary chest biological-sex effect-size estimators.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,4,2,8,2,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-activity-samples","Exact fitted samples for the exploratory activity-context sensitivity.","notebooks/hypotheses/H11.qmd",869,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-activity-samples",TRUE,1,1,1,0,1,1,0,"Table 10: Exact fitted samples for the exploratory activity-context sensitivity.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,2,14,2,0,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-activity-global-comparison","Accepted and exploratory activity-context global complete-curve tests.","notebooks/hypotheses/H11.qmd",899,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-activity-global-comparison",TRUE,1,1,1,0,1,1,0,"Table 11: Accepted and exploratory activity-context global complete-curve tests.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,10,8,62,6,2,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-activity-diagnostics","Diagnostics for the exploratory same-sample activity-context models.","notebooks/hypotheses/H11.qmd",958,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-activity-diagnostics",TRUE,1,1,1,0,1,1,0,"Table 12: Diagnostics for the exploratory same-sample activity-context models.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,6,22,4,2,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-sensitivity-samples","Exact fitted samples for the gap-timing-unaware sensitivity.","notebooks/hypotheses/H11.qmd",984,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-sensitivity-samples",TRUE,1,1,1,0,1,1,0,"Table 13: Exact fitted samples for the gap-timing-unaware sensitivity.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,2,14,2,0,0,0,0,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-sensitivity-global","Global complete-curve tests in the gap-timing-unaware dataset.","notebooks/hypotheses/H11.qmd",997,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-sensitivity-global",TRUE,1,1,1,0,1,1,0,"Table 14: Global complete-curve tests in the gap-timing-unaware dataset.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,7,2,14,2,0,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-sensitivity-decomposition","Level and shape decompositions in the gap-timing-unaware dataset.","notebooks/hypotheses/H11.qmd",1009,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-sensitivity-decomposition",TRUE,1,1,1,0,1,1,0,"Table 15: Level and shape decompositions in the gap-timing-unaware dataset.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,6,6,26,4,2,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
"H11","supplemental-table candidate","tbl-h11-diagnostic-assessment","Diagnostic assessment for every fitted H11 model.","notebooks/hypotheses/H11.qmd",1076,"_build/nathealth/notebooks/hypotheses/H11.html","tbl-h11-diagnostic-assessment",TRUE,1,1,1,0,1,1,0,"Table 16: Diagnostic assessment for every fitted H11 model.",TRUE,TRUE,1,TRUE,"Quarto anchor",TRUE,1,1,5,6,22,4,2,0,0,1,TRUE,TRUE,"native gt: labelled chunk calls a helper returning gt_tbl",TRUE,TRUE,TRUE,"Normal and narrow width; 200% zoom; clipping/wrapping; header/stub reading order; notes; contrast; and colour-independent meaning.","native gt_tbl printed from labelled knitr cell",FALSE,"Retain native gt; preserve prepared input, raw values, row order, Quarto caption ownership, and semantic table anatomy.","QMD source location plus current targeted Nature Health HTML"
