"source","line","category","term","in_code","content"
"notebooks/preparation/04_metric_derivation.qmd",1181,"placement_sample","\bnear[- ]eye\b",TRUE,"      ""Provides the eligible one-minute near-eye and chest records from"","
"notebooks/preparation/04_metric_derivation.qmd",1181,"placement_sample","\bchest\b",TRUE,"      ""Provides the eligible one-minute near-eye and chest records from"","
"notebooks/preparation/04_metric_derivation.qmd",1220,"specialist","\bdiagnostic(s)?\b",TRUE,"      ""**3. Store values, diagnostics, and inventories**<br>"","
"notebooks/preparation/04_metric_derivation.qmd",1257,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"      ""back-transform and applies the source-verified METRIC-011"","
"notebooks/preparation/04_metric_derivation.qmd",1257,"specialist","\bback[- ]transform(ed|ation)?\b",TRUE,"      ""back-transform and applies the source-verified METRIC-011"","
"notebooks/preparation/04_metric_derivation.qmd",1264,"specialist","\bdiagnostic(s)?\b",TRUE,"      ""diagnostics, settings, exact input inventories, placement-specific"","
"notebooks/preparation/04_metric_derivation.qmd",1266,"internal_workflow","\bmanifest\b",TRUE,"      ""manifest. This storage step is the hand-off to Preparation 06."""
"notebooks/preparation/04_metric_derivation.qmd",1275,"internal_workflow","\bmanifest\b",TRUE,"      ""Reads the verified metric manifest and the preserved historical MDER"","
"notebooks/preparation/04_metric_derivation.qmd",1275,"legacy_history","\bhistorical\b",TRUE,"      ""Reads the verified metric manifest and the preserved historical MDER"","
"notebooks/preparation/04_metric_derivation.qmd",1278,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"      ""non-MDER fields. It writes the six-output METRIC-010 audit bundle and"","
"notebooks/preparation/04_metric_derivation.qmd",1279,"internal_workflow","\bmanifest\b",TRUE,"      ""its manifest; this report reads those files without recreating them."""
"notebooks/preparation/04_metric_derivation.qmd",1282,"internal_workflow","\bpin(ned|s)?\b",TRUE,"      ""Reads the pinned one-minute melEDI and illuminance inputs for the"","
"notebooks/preparation/04_metric_derivation.qmd",1287,"internal_workflow","\bmanifest\b",TRUE,"      ""PASS evidence manifest under audit/reconciliation/. These scripts are"","
"notebooks/preparation/04_metric_derivation.qmd",1292,"internal_workflow","\bverifier(s|ification)?\b",TRUE,"      ""independent core verifier before checking the"","
"notebooks/preparation/04_metric_derivation.qmd",1295,"internal_workflow","\bmanifest\b",TRUE,"      ""the eight newly changed L10 cells, manifest transitions, invariance"","
"notebooks/preparation/04_metric_derivation.qmd",1296,"internal_workflow","\bmanifest\b",TRUE,"      ""checks, and a seven-file METRIC-011 evidence manifest. It also reseals"","
"notebooks/preparation/04_metric_derivation.qmd",1296,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"      ""checks, and a seven-file METRIC-011 evidence manifest. It also reseals"","
"notebooks/preparation/04_metric_derivation.qmd",1317,"placement_sample","\bnear[- ]eye\b",TRUE,"      ""The full day is a placement-specific hybrid: near-eye or chest"","
"notebooks/preparation/04_metric_derivation.qmd",1317,"placement_sample","\bchest\b",TRUE,"      ""The full day is a placement-specific hybrid: near-eye or chest"","
"notebooks/preparation/04_metric_derivation.qmd",1334,"internal_workflow","\bproduction\b",TRUE,"      ""back, production subtracts the offset. A result within the unit-aware"","
"notebooks/preparation/04_metric_derivation.qmd",1337,"internal_workflow","\bproduction\b",TRUE,"      ""stops production. Missing minutes stay missing and never become zero."""
"notebooks/preparation/04_metric_derivation.qmd",1412,"internal_workflow","\bartifact(s)?\b",TRUE,"  `Exact stored artifacts` = c("
"notebooks/preparation/04_metric_derivation.qmd",1420,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/05_metrics/metrics_glasses_admissibility.csv"","
"notebooks/preparation/04_metric_derivation.qmd",1421,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/05_metrics/metrics_chest_admissibility.csv"","
"notebooks/preparation/04_metric_derivation.qmd",1422,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/05_metrics/metrics_glasses_gap_diagnostics.csv"","
"notebooks/preparation/04_metric_derivation.qmd",1423,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/05_metrics/metrics_chest_gap_diagnostics.csv"","
"notebooks/preparation/04_metric_derivation.qmd",1424,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/05_metrics/metrics_glasses_support_diagnostics.csv"","
"notebooks/preparation/04_metric_derivation.qmd",1425,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/05_metrics/metrics_chest_support_diagnostics.csv"""
"notebooks/preparation/04_metric_derivation.qmd",1433,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/08_diagnostics/mder_METRIC-010/verification_summary.csv"","
"notebooks/preparation/04_metric_derivation.qmd",1434,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/08_diagnostics/mder_METRIC-010/distribution_summary.csv"","
"notebooks/preparation/04_metric_derivation.qmd",1435,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/08_diagnostics/mder_METRIC-010/support_by_site.csv"","
"notebooks/preparation/04_metric_derivation.qmd",1436,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/08_diagnostics/mder_METRIC-010/paired_comparisons.csv"","
"notebooks/preparation/04_metric_derivation.qmd",1437,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/08_diagnostics/mder_METRIC-010/key_level_comparison.csv"","
"notebooks/preparation/04_metric_derivation.qmd",1438,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/08_diagnostics/mder_METRIC-010/non_mder_invariance.csv"","
"notebooks/preparation/04_metric_derivation.qmd",1439,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/08_diagnostics/mder_METRIC-010/audit_manifest.csv"""
"notebooks/preparation/04_metric_derivation.qmd",1447,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.rds"","
"notebooks/preparation/04_metric_derivation.qmd",1448,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/06_model_data/scenarios/manuscript_prepared_data/mder_support.rds"","
"notebooks/preparation/04_metric_derivation.qmd",1449,"internal_workflow","\bartifact(s)?\b",TRUE,"          ""artifacts/12_manifests/manuscript_prepared_data_artifacts.csv"""
"notebooks/preparation/04_metric_derivation.qmd",1483,"internal_workflow","\bartifact(s)?\b",TRUE,"  `Artifact version` = c("
"notebooks/preparation/04_metric_derivation.qmd",1485,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"      ""**Current METRIC-011 metric outputs**<br>"","
"notebooks/preparation/04_metric_derivation.qmd",1486,"internal_workflow","SHA-?256",TRUE,"      wrap_hash(current_metric_manifest_sha256),"
"notebooks/preparation/04_metric_derivation.qmd",1487,"internal_workflow","SHA-?256",TRUE,"      ""<br>Evidence: "", wrap_hash(l10_zero_evidence_sha256)"
"notebooks/preparation/04_metric_derivation.qmd",1490,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"      ""**Preceding METRIC-010 MDER audit**<br>"","
"notebooks/preparation/04_metric_derivation.qmd",1491,"internal_workflow","\bmanifest\b",TRUE,"      ""Metric manifest: "", wrap_hash(mder_audit_metric_manifest_sha256),"
"notebooks/preparation/04_metric_derivation.qmd",1491,"internal_workflow","SHA-?256",TRUE,"      ""Metric manifest: "", wrap_hash(mder_audit_metric_manifest_sha256),"
"notebooks/preparation/04_metric_derivation.qmd",1492,"internal_workflow","\bmanifest\b",TRUE,"      ""<br>Audit manifest: "", wrap_hash(current_mder_audit_sha256)"
"notebooks/preparation/04_metric_derivation.qmd",1492,"internal_workflow","SHA-?256",TRUE,"      ""<br>Audit manifest: "", wrap_hash(current_mder_audit_sha256)"
"notebooks/preparation/04_metric_derivation.qmd",1496,"internal_workflow","\bmanifest\b",TRUE,"      ""Preparation manifest: "", wrap_hash(current_gap_manifest_sha256),"
"notebooks/preparation/04_metric_derivation.qmd",1496,"internal_workflow","SHA-?256",TRUE,"      ""Preparation manifest: "", wrap_hash(current_gap_manifest_sha256),"
"notebooks/preparation/04_metric_derivation.qmd",1498,"internal_workflow","SHA-?256",TRUE,"      wrap_hash(current_gap_repair_evidence_sha256),"
"notebooks/preparation/04_metric_derivation.qmd",1500,"internal_workflow","SHA-?256",TRUE,"      wrap_hash(current_gap_participant_day_rds_sha256),"
"notebooks/preparation/04_metric_derivation.qmd",1501,"internal_workflow","SHA-?256",TRUE,"      ""<br>MDER-support RDS: "", wrap_hash(current_gap_support_rds_sha256)"
"notebooks/preparation/04_metric_derivation.qmd",1504,"internal_workflow","\bgate\b",TRUE,"      ""**Current diary-period support gate**<br>"","
"notebooks/preparation/04_metric_derivation.qmd",1505,"internal_workflow","SHA-?256",TRUE,"      wrap_hash(current_state_manifest_sha256)"
"notebooks/preparation/04_metric_derivation.qmd",1508,"internal_workflow","\bgate\b",TRUE,"      ""**Historical ratio-of-integrals support gate**<br>"","
"notebooks/preparation/04_metric_derivation.qmd",1508,"legacy_history","\bhistorical\b",TRUE,"      ""**Historical ratio-of-integrals support gate**<br>"","
"notebooks/preparation/04_metric_derivation.qmd",1509,"internal_workflow","SHA-?256",TRUE,"      wrap_hash(historical_mder_gate_sha256)"
"notebooks/preparation/04_metric_derivation.qmd",1514,"internal_workflow","\bmanifest\b",TRUE,"      ""The current metric manifest lists the stored metric layer for 816"","
"notebooks/preparation/04_metric_derivation.qmd",1515,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"      ""near-eye and 902 chest participant-days. METRIC-011 independently"","
"notebooks/preparation/04_metric_derivation.qmd",1515,"placement_sample","\bnear[- ]eye\b",TRUE,"      ""near-eye and 902 chest participant-days. METRIC-011 independently"","
"notebooks/preparation/04_metric_derivation.qmd",1515,"placement_sample","\bchest\b",TRUE,"      ""near-eye and 902 chest participant-days. METRIC-011 independently"","
"notebooks/preparation/04_metric_derivation.qmd",1519,"internal_workflow","\bmanifest\b",TRUE,"      ""match the sealed evidence manifest under R 4.6.1."""
"notebooks/preparation/04_metric_derivation.qmd",1522,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"      ""The six-output METRIC-010 audit is tied to the explicitly identified"","
"notebooks/preparation/04_metric_derivation.qmd",1523,"internal_workflow","\bmanifest\b",TRUE,"      ""preceding metric manifest. It independently reconstructed MDER values,"","
"notebooks/preparation/04_metric_derivation.qmd",1524,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"      ""viable-minute counts, and failure reasons. METRIC-011 did not change"","
"notebooks/preparation/04_metric_derivation.qmd",1525,"internal_workflow","\bverifier(s|ification)?\b",TRUE,"      ""MDER, and its finalizer independently reran the MDER verifier against"","
"notebooks/preparation/04_metric_derivation.qmd",1529,"internal_workflow","\bmanifest\b",TRUE,"      ""The repaired prepared-data manifest pins the participant-day and"","
"notebooks/preparation/04_metric_derivation.qmd",1529,"internal_workflow","\bpin(ned|s)?\b",TRUE,"      ""The repaired prepared-data manifest pins the participant-day and"","
"notebooks/preparation/04_metric_derivation.qmd",1531,"placement_sample","\bnear[- ]eye\b",TRUE,"      ""near-eye and 723 of 897 chest days with MDER, exact preservation of"","
"notebooks/preparation/04_metric_derivation.qmd",1531,"placement_sample","\bchest\b",TRUE,"      ""near-eye and 723 of 897 chest days with MDER, exact preservation of"","
"notebooks/preparation/04_metric_derivation.qmd",1533,"legacy_history","\bsuperseded\b",TRUE,"      ""files. The earlier 725/729 availability record is superseded."""
"notebooks/preparation/04_metric_derivation.qmd",1536,"internal_workflow","SHA-?256",TRUE,"      ""Every listed file is present and matches its stored size and SHA-256."","
"notebooks/preparation/04_metric_derivation.qmd",1538,"internal_workflow","\bmanifest\b",TRUE,"      ""manifest remains the sole Preparation 04 item recorded as FIND-044."""
"notebooks/preparation/04_metric_derivation.qmd",1538,"internal_workflow","\bFIND-[0-9]+\b",TRUE,"      ""manifest remains the sole Preparation 04 item recorded as FIND-044."""
"notebooks/preparation/04_metric_derivation.qmd",1541,"internal_workflow","\bgate\b",TRUE,"      ""This gate used profile support and a ratio of paired-channel daily"","
"notebooks/preparation/04_metric_derivation.qmd",1542,"legacy_history","\bhistorical\b",TRUE,"      ""integrals. It is retained only as historical evidence of the"","
"notebooks/preparation/04_metric_derivation.qmd",1543,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"      ""superseded METRIC-003 method and is not an input to current MDER."""
"notebooks/preparation/04_metric_derivation.qmd",1543,"legacy_history","\bsuperseded\b",TRUE,"      ""superseded METRIC-003 method and is not an input to current MDER."""
"notebooks/preparation/04_metric_derivation.qmd",1564,"placement_sample","\bnear[- ]eye\b",FALSE,"values for the near-eye and chest placements. Preparation 06 combines those"
"notebooks/preparation/04_metric_derivation.qmd",1564,"placement_sample","\bchest\b",FALSE,"values for the near-eye and chest placements. Preparation 06 combines those"
"notebooks/preparation/04_metric_derivation.qmd",1583,"internal_workflow","SHA-?256",FALSE,"presence, byte size, SHA-256 identity, required columns, and fixed row-count"
"notebooks/preparation/04_metric_derivation.qmd",1585,"internal_workflow","\bMETRIC-[0-9]+\b",FALSE,"primary METRIC-010 audit and the gap-timing-unaware repair audit. It does"
"notebooks/preparation/04_metric_derivation.qmd",1586,"internal_workflow","\bMETRIC-[0-9]+\b",FALSE,"the same for the sealed METRIC-011 numerical-zero evidence. It does **not**"
"notebooks/preparation/04_metric_derivation.qmd",1589,"internal_workflow","\bartifact(s)?\b",FALSE,"overwrite an accepted analytical artifact."
"notebooks/preparation/04_metric_derivation.qmd",1594,"placement_sample","\bnear[- ]eye\b",FALSE,"logger's worn placement: near-eye or chest. During diary-defined sleep, it"
"notebooks/preparation/04_metric_derivation.qmd",1594,"placement_sample","\bchest\b",FALSE,"logger's worn placement: near-eye or chest. During diary-defined sleep, it"
"notebooks/preparation/04_metric_derivation.qmd",1609,"internal_workflow","SHA-?256",TRUE,"    ""Paths and SHA-256 values are read from the current metric settings and"","
"notebooks/preparation/04_metric_derivation.qmd",1615,"internal_workflow","\bartifact(s)?\b",TRUE,"    `Input and exact stored artifact` ~ gt::pct(46),"
"notebooks/preparation/04_metric_derivation.qmd",1627,"internal_workflow","\bproduction\b",FALSE,"## Production sequence and stored hand-offs"
"notebooks/preparation/04_metric_derivation.qmd",1641,"internal_workflow","\bproduction\b",TRUE,"    ""the exact production provenance."""
"notebooks/preparation/04_metric_derivation.qmd",1651,"internal_workflow","\bproduction\b",FALSE,"## Scientific rules applied during production"
"notebooks/preparation/04_metric_derivation.qmd",1655,"internal_workflow","\bproduction\b",TRUE,"#| tbl-cap: ""Metric construction, temporal support, and missing-data rules applied by the production scripts."""
"notebooks/preparation/04_metric_derivation.qmd",1666,"internal_workflow","\bproduction\b",FALSE,"Geometric means can include true zero measurements because production first"
"notebooks/preparation/04_metric_derivation.qmd",1674,"internal_workflow","\bMETRIC-[0-9]+\b",FALSE,"Under [METRIC-011](../../audit/decisions/l10_numerical_zero_normalization.md),"
"notebooks/preparation/04_metric_derivation.qmd",1678,"internal_workflow","\bproduction\b",FALSE,"negative result stops production, and a small positive result with any"
"notebooks/preparation/04_metric_derivation.qmd",1683,"internal_workflow","\bMETRIC-[0-9]+\b",TRUE,"#| tbl-cap: ""Primary L10 values changed from positive floating-point roundoff to source-verified exact zero under METRIC-011."""
"notebooks/preparation/04_metric_derivation.qmd",1705,"placement_sample","\bnear[- ]eye\b",FALSE,"Exactly eight primary L10 mean cells changed: three near-eye and five chest."
"notebooks/preparation/04_metric_derivation.qmd",1705,"placement_sample","\bchest\b",FALSE,"Exactly eight primary L10 mean cells changed: three near-eye and five chest."
"notebooks/preparation/04_metric_derivation.qmd",1707,"placement_sample","\bchest\b",FALSE,"remaining chest window contained 547 observed zero minutes and 53 missing"
"notebooks/preparation/04_metric_derivation.qmd",1709,"placement_sample","\bnear[- ]eye\b",FALSE,"missing. L10 remains available for all 816 near-eye and 902 chest"
"notebooks/preparation/04_metric_derivation.qmd",1709,"placement_sample","\bchest\b",FALSE,"missing. L10 remains available for all 816 near-eye and 902 chest"
"notebooks/preparation/04_metric_derivation.qmd",1757,"placement_sample","\bnear[- ]eye\b",FALSE,"Near-eye metrics contain 141 participants from nine sites and 816"
"notebooks/preparation/04_metric_derivation.qmd",1758,"placement_sample","\bchest\b",FALSE,"participant-days. Chest metrics contain 154 participants from eight sites and"
