"parent_index","site","Id","raw_state","period_source_start","period_source_end","expected_minutes","projected_minutes","valid_minutes","brown_yes","expected_recount","projected_recount","valid_recount","yes_recount","pass"
1535,"BAUA","BAUA_S001","pre-sleep",5,5,180,180,180,5,180,180,180,5,TRUE
1536,"BAUA","BAUA_S002","pre-sleep",9,9,180,180,180,50,180,180,180,50,TRUE
1537,"BAUA","BAUA_S002","pre-sleep",10,10,180,180,180,25,180,180,180,25,TRUE
1538,"BAUA","BAUA_S002","pre-sleep",11,11,180,180,180,27,180,180,180,27,TRUE
1539,"BAUA","BAUA_S002","pre-sleep",12,12,180,180,180,61,180,180,180,61,TRUE
1540,"BAUA","BAUA_S002","pre-sleep",13,13,180,180,180,26,180,180,180,26,TRUE
1541,"BAUA","BAUA_S002","pre-sleep",14,14,180,180,141,11,180,180,141,11,TRUE
1542,"BAUA","BAUA_S003","pre-sleep",17,17,180,180,180,147,180,180,180,147,TRUE
1543,"BAUA","BAUA_S003","pre-sleep",18,18,180,180,180,82,180,180,180,82,TRUE
1544,"BAUA","BAUA_S003","pre-sleep",19,19,180,180,180,43,180,180,180,43,TRUE
1545,"BAUA","BAUA_S003","pre-sleep",20,20,180,180,179,137,180,180,179,137,TRUE
1546,"BAUA","BAUA_S003","pre-sleep",21,21,180,180,165,62,180,180,165,62,TRUE
1547,"BAUA","BAUA_S003","pre-sleep",22,22,180,180,176,127,180,180,176,127,TRUE
1548,"BAUA","BAUA_S004","pre-sleep",24,24,180,180,146,55,180,180,146,55,TRUE
1549,"BAUA","BAUA_S004","pre-sleep",25,25,180,180,146,103,180,180,146,103,TRUE
1550,"BAUA","BAUA_S004","pre-sleep",26,26,180,180,180,159,180,180,180,159,TRUE
1551,"BAUA","BAUA_S004","pre-sleep",27,27,180,180,127,122,180,180,127,122,TRUE
1552,"BAUA","BAUA_S004","pre-sleep",28,28,180,180,180,104,180,180,180,104,TRUE
1553,"BAUA","BAUA_S004","pre-sleep",29,29,180,180,180,113,180,180,180,113,TRUE
1554,"BAUA","BAUA_S005","pre-sleep",31,31,180,180,180,158,180,180,180,158,TRUE
1555,"BAUA","BAUA_S005","pre-sleep",32,32,180,180,180,150,180,180,180,150,TRUE
1556,"BAUA","BAUA_S005","pre-sleep",33,33,180,180,180,108,180,180,180,108,TRUE
1557,"BAUA","BAUA_S005","pre-sleep",34,34,180,180,180,166,180,180,180,166,TRUE
1558,"BAUA","BAUA_S005","pre-sleep",35,35,180,180,89,89,180,180,89,89,TRUE
1559,"BAUA","BAUA_S006","pre-sleep",38,38,180,180,180,130,180,180,180,130,TRUE
1560,"BAUA","BAUA_S006","pre-sleep",39,39,180,180,180,134,180,180,180,134,TRUE
1561,"BAUA","BAUA_S006","pre-sleep",40,40,180,180,67,31,180,180,67,31,TRUE
1562,"BAUA","BAUA_S006","pre-sleep",41,41,180,180,105,105,180,180,105,105,TRUE
1563,"BAUA","BAUA_S007","pre-sleep",44,44,180,180,180,46,180,180,180,46,TRUE
1564,"BAUA","BAUA_S007","pre-sleep",45,45,180,180,180,95,180,180,180,95,TRUE
1565,"BAUA","BAUA_S007","pre-sleep",46,46,180,180,180,101,180,180,180,101,TRUE
1566,"BAUA","BAUA_S007","pre-sleep",47,47,180,180,180,5,180,180,180,5,TRUE
1567,"BAUA","BAUA_S007","pre-sleep",48,48,180,180,100,8,180,180,100,8,TRUE
1568,"BAUA","BAUA_S007","pre-sleep",49,49,180,180,174,25,180,180,174,25,TRUE
1569,"BAUA","BAUA_S009","pre-sleep",58,58,180,180,180,172,180,180,180,172,TRUE
1570,"BAUA","BAUA_S009","pre-sleep",59,59,180,180,85,3,180,180,85,3,TRUE
1571,"BAUA","BAUA_S009","pre-sleep",60,60,180,180,180,180,180,180,180,180,TRUE
1572,"BAUA","BAUA_S009","pre-sleep",61,61,180,180,180,91,180,180,180,91,TRUE
1573,"BAUA","BAUA_S009","pre-sleep",62,62,180,180,180,0,180,180,180,0,TRUE
1574,"BAUA","BAUA_S009","pre-sleep",63,63,180,180,180,45,180,180,180,45,TRUE
1575,"BAUA","BAUA_S011","pre-sleep",70,70,180,180,180,6,180,180,180,6,TRUE
1576,"BAUA","BAUA_S011","pre-sleep",71,71,180,180,180,137,180,180,180,137,TRUE
1577,"BAUA","BAUA_S011","pre-sleep",72,72,180,180,180,180,180,180,180,180,TRUE
1578,"BAUA","BAUA_S011","pre-sleep",73,73,180,180,180,104,180,180,180,104,TRUE
1579,"BAUA","BAUA_S011","pre-sleep",74,74,180,180,120,112,180,180,120,112,TRUE
1580,"BAUA","BAUA_S012","pre-sleep",78,78,180,180,180,81,180,180,180,81,TRUE
1581,"BAUA","BAUA_S012","pre-sleep",79,79,180,180,180,47,180,180,180,47,TRUE
1582,"BAUA","BAUA_S012","pre-sleep",81,81,180,180,60,58,180,180,60,58,TRUE
1583,"BAUA","BAUA_S013","pre-sleep",83,83,180,180,10,10,180,180,10,10,TRUE
1584,"BAUA","BAUA_S013","pre-sleep",85,85,180,180,180,56,180,180,180,56,TRUE
1585,"BAUA","BAUA_S013","pre-sleep",86,86,180,180,180,112,180,180,180,112,TRUE
1586,"BAUA","BAUA_S013","pre-sleep",87,87,180,180,162,162,180,180,162,162,TRUE
1587,"BAUA","BAUA_S013","pre-sleep",88,88,180,180,137,105,180,180,137,105,TRUE
1588,"BAUA","BAUA_S014","pre-sleep",90,90,180,180,180,61,180,180,180,61,TRUE
1589,"BAUA","BAUA_S014","pre-sleep",91,91,180,180,180,53,180,180,180,53,TRUE
1590,"BAUA","BAUA_S014","pre-sleep",92,92,180,180,180,103,180,180,180,103,TRUE
1591,"BAUA","BAUA_S014","pre-sleep",93,93,180,180,180,174,180,180,180,174,TRUE
1592,"BAUA","BAUA_S014","pre-sleep",94,94,180,180,180,58,180,180,180,58,TRUE
1593,"BAUA","BAUA_S014","pre-sleep",95,95,180,180,180,82,180,180,180,82,TRUE
1594,"BAUA","BAUA_S015","pre-sleep",98,98,180,180,180,173,180,180,180,173,TRUE
1595,"BAUA","BAUA_S015","pre-sleep",99,99,180,180,180,174,180,180,180,174,TRUE
1596,"BAUA","BAUA_S015","pre-sleep",100,100,180,180,92,89,180,180,92,89,TRUE
1597,"BAUA","BAUA_S015","pre-sleep",101,101,180,180,180,165,180,180,180,165,TRUE
1598,"BAUA","BAUA_S015","pre-sleep",102,102,180,180,180,141,180,180,180,141,TRUE
1599,"BAUA","BAUA_S015","pre-sleep",103,103,180,180,130,88,180,180,130,88,TRUE
1600,"BAUA","BAUA_S016","pre-sleep",105,105,180,180,180,96,180,180,180,96,TRUE
1601,"BAUA","BAUA_S016","pre-sleep",106,106,180,180,180,61,180,180,180,61,TRUE
1602,"BAUA","BAUA_S016","pre-sleep",107,107,180,180,180,52,180,180,180,52,TRUE
1603,"BAUA","BAUA_S016","pre-sleep",108,108,180,180,180,86,180,180,180,86,TRUE
1604,"BAUA","BAUA_S016","pre-sleep",109,109,180,180,180,46,180,180,180,46,TRUE
1605,"BAUA","BAUA_S016","pre-sleep",110,110,180,180,180,49,180,180,180,49,TRUE
1606,"BAUA","BAUA_S018","pre-sleep",119,119,180,180,25,25,180,180,25,25,TRUE
1607,"BAUA","BAUA_S018","pre-sleep",120,120,180,180,180,102,180,180,180,102,TRUE
1608,"BAUA","BAUA_S018","pre-sleep",121,121,180,180,180,131,180,180,180,131,TRUE
1609,"BAUA","BAUA_S018","pre-sleep",122,122,180,180,180,132,180,180,180,132,TRUE
1610,"BAUA","BAUA_S018","pre-sleep",123,123,180,180,180,146,180,180,180,146,TRUE
1611,"BAUA","BAUA_S022","pre-sleep",126,126,180,180,170,155,180,180,170,155,TRUE
1612,"BAUA","BAUA_S022","pre-sleep",128,128,180,180,180,178,180,180,180,178,TRUE
1613,"BAUA","BAUA_S022","pre-sleep",129,129,180,180,180,174,180,180,180,174,TRUE
1614,"BAUA","BAUA_S022","pre-sleep",130,130,180,180,180,177,180,180,180,177,TRUE
1615,"BAUA","BAUA_S024","pre-sleep",139,139,180,180,180,149,180,180,180,149,TRUE
1616,"BAUA","BAUA_S024","pre-sleep",140,140,180,180,180,132,180,180,180,132,TRUE
1617,"BAUA","BAUA_S024","pre-sleep",141,141,180,180,180,180,180,180,180,180,TRUE
1618,"BAUA","BAUA_S024","pre-sleep",142,142,180,180,180,137,180,180,180,137,TRUE
1619,"BAUA","BAUA_S024","pre-sleep",143,143,180,180,180,176,180,180,180,176,TRUE
1620,"BAUA","BAUA_S024","pre-sleep",144,144,180,180,180,104,180,180,180,104,TRUE
1621,"BAUA","BAUA_S025","pre-sleep",146,146,180,180,180,178,180,180,180,178,TRUE
1622,"BAUA","BAUA_S025","pre-sleep",147,147,180,180,180,167,180,180,180,167,TRUE
1623,"BAUA","BAUA_S025","pre-sleep",149,149,180,180,120,118,180,180,120,118,TRUE
1624,"FUSPCEU","FUSPCEU_S003","pre-sleep",2,2,180,180,32,32,180,180,32,32,TRUE
1625,"FUSPCEU","FUSPCEU_S003","pre-sleep",3,3,180,180,180,58,180,180,180,58,TRUE
1626,"FUSPCEU","FUSPCEU_S003","pre-sleep",4,4,180,180,180,93,180,180,180,93,TRUE
1627,"FUSPCEU","FUSPCEU_S003","pre-sleep",5,5,180,180,180,40,180,180,180,40,TRUE
1628,"FUSPCEU","FUSPCEU_S003","pre-sleep",6,6,180,180,180,88,180,180,180,88,TRUE
1629,"FUSPCEU","FUSPCEU_S003","pre-sleep",7,7,180,180,180,109,180,180,180,109,TRUE
1630,"FUSPCEU","FUSPCEU_S004","pre-sleep",9,9,180,180,180,172,180,180,180,172,TRUE
1631,"FUSPCEU","FUSPCEU_S004","pre-sleep",10,10,180,180,180,172,180,180,180,172,TRUE
1632,"FUSPCEU","FUSPCEU_S004","pre-sleep",12,12,180,180,180,180,180,180,180,180,TRUE
1633,"FUSPCEU","FUSPCEU_S004","pre-sleep",13,13,180,180,180,102,180,180,180,102,TRUE
1634,"FUSPCEU","FUSPCEU_S004","pre-sleep",14,14,180,180,144,143,180,180,144,143,TRUE
1635,"FUSPCEU","FUSPCEU_S005","pre-sleep",16,16,180,180,180,50,180,180,180,50,TRUE
1636,"FUSPCEU","FUSPCEU_S005","pre-sleep",17,17,180,180,180,136,180,180,180,136,TRUE
1637,"FUSPCEU","FUSPCEU_S005","pre-sleep",18,18,180,180,180,95,180,180,180,95,TRUE
1638,"FUSPCEU","FUSPCEU_S005","pre-sleep",19,19,180,180,180,99,180,180,180,99,TRUE
1639,"FUSPCEU","FUSPCEU_S006","pre-sleep",22,22,180,180,180,153,180,180,180,153,TRUE
1640,"FUSPCEU","FUSPCEU_S006","pre-sleep",23,23,180,180,180,117,180,180,180,117,TRUE
1641,"FUSPCEU","FUSPCEU_S006","pre-sleep",24,24,180,180,159,30,180,180,159,30,TRUE
1642,"FUSPCEU","FUSPCEU_S006","pre-sleep",25,25,180,180,180,82,180,180,180,82,TRUE
1643,"FUSPCEU","FUSPCEU_S007","pre-sleep",29,29,180,180,155,57,180,180,155,57,TRUE
1644,"FUSPCEU","FUSPCEU_S007","pre-sleep",30,30,180,180,180,139,180,180,180,139,TRUE
1645,"FUSPCEU","FUSPCEU_S007","pre-sleep",31,31,180,180,130,111,180,180,130,111,TRUE
1646,"FUSPCEU","FUSPCEU_S007","pre-sleep",32,32,180,180,180,123,180,180,180,123,TRUE
1647,"FUSPCEU","FUSPCEU_S007","pre-sleep",33,33,180,180,180,58,180,180,180,58,TRUE
1648,"FUSPCEU","FUSPCEU_S007","pre-sleep",34,34,180,180,30,27,180,180,30,27,TRUE
1649,"FUSPCEU","FUSPCEU_S008","pre-sleep",36,36,180,180,180,180,180,180,180,180,TRUE
1650,"FUSPCEU","FUSPCEU_S008","pre-sleep",37,37,180,180,180,180,180,180,180,180,TRUE
1651,"FUSPCEU","FUSPCEU_S008","pre-sleep",38,38,180,180,180,43,180,180,180,43,TRUE
1652,"FUSPCEU","FUSPCEU_S008","pre-sleep",39,39,180,180,180,180,180,180,180,180,TRUE
1653,"FUSPCEU","FUSPCEU_S008","pre-sleep",40,40,180,180,180,180,180,180,180,180,TRUE
1654,"FUSPCEU","FUSPCEU_S008","pre-sleep",41,41,180,180,180,118,180,180,180,118,TRUE
1655,"FUSPCEU","FUSPCEU_S009","pre-sleep",43,43,180,180,180,171,180,180,180,171,TRUE
1656,"FUSPCEU","FUSPCEU_S009","pre-sleep",44,44,180,180,180,177,180,180,180,177,TRUE
1657,"FUSPCEU","FUSPCEU_S009","pre-sleep",45,45,180,180,180,68,180,180,180,68,TRUE
1658,"FUSPCEU","FUSPCEU_S009","pre-sleep",46,46,180,180,180,174,180,180,180,174,TRUE
1659,"FUSPCEU","FUSPCEU_S009","pre-sleep",47,47,180,180,180,171,180,180,180,171,TRUE
1660,"FUSPCEU","FUSPCEU_S009","pre-sleep",48,48,180,180,180,148,180,180,180,148,TRUE
1661,"FUSPCEU","FUSPCEU_S010","pre-sleep",50,50,180,180,180,36,180,180,180,36,TRUE
1662,"FUSPCEU","FUSPCEU_S010","pre-sleep",51,51,180,180,180,35,180,180,180,35,TRUE
1663,"FUSPCEU","FUSPCEU_S010","pre-sleep",52,52,180,180,180,6,180,180,180,6,TRUE
1664,"FUSPCEU","FUSPCEU_S011","pre-sleep",57,57,180,180,180,45,180,180,180,45,TRUE
1665,"FUSPCEU","FUSPCEU_S011","pre-sleep",58,58,180,180,180,95,180,180,180,95,TRUE
1666,"FUSPCEU","FUSPCEU_S011","pre-sleep",59,59,180,180,180,177,180,180,180,177,TRUE
1667,"FUSPCEU","FUSPCEU_S012","pre-sleep",63,63,180,180,180,48,180,180,180,48,TRUE
1668,"FUSPCEU","FUSPCEU_S012","pre-sleep",64,64,180,180,180,58,180,180,180,58,TRUE
1669,"FUSPCEU","FUSPCEU_S012","pre-sleep",65,65,180,180,180,42,180,180,180,42,TRUE
1670,"FUSPCEU","FUSPCEU_S012","pre-sleep",66,66,180,180,180,104,180,180,180,104,TRUE
1671,"FUSPCEU","FUSPCEU_S012","pre-sleep",67,67,180,180,180,91,180,180,180,91,TRUE
1672,"FUSPCEU","FUSPCEU_S012","pre-sleep",68,68,180,180,180,163,180,180,180,163,TRUE
1673,"FUSPCEU","FUSPCEU_S013","pre-sleep",70,70,180,180,180,14,180,180,180,14,TRUE
1674,"FUSPCEU","FUSPCEU_S013","pre-sleep",71,71,180,180,180,19,180,180,180,19,TRUE
1675,"FUSPCEU","FUSPCEU_S013","pre-sleep",72,72,180,180,180,33,180,180,180,33,TRUE
1676,"FUSPCEU","FUSPCEU_S013","pre-sleep",73,73,180,180,180,29,180,180,180,29,TRUE
1677,"FUSPCEU","FUSPCEU_S013","pre-sleep",74,74,180,180,180,51,180,180,180,51,TRUE
1678,"FUSPCEU","FUSPCEU_S013","pre-sleep",75,75,180,180,180,61,180,180,180,61,TRUE
1679,"FUSPCEU","FUSPCEU_S014","pre-sleep",77,77,180,180,30,30,180,180,30,30,TRUE
1680,"FUSPCEU","FUSPCEU_S014","pre-sleep",78,78,180,180,180,180,180,180,180,180,TRUE
1681,"FUSPCEU","FUSPCEU_S014","pre-sleep",79,79,180,180,180,180,180,180,180,180,TRUE
1682,"FUSPCEU","FUSPCEU_S014","pre-sleep",80,80,180,180,180,180,180,180,180,180,TRUE
1683,"FUSPCEU","FUSPCEU_S014","pre-sleep",81,81,180,180,119,119,180,180,119,119,TRUE
1684,"FUSPCEU","FUSPCEU_S014","pre-sleep",82,82,180,180,128,128,180,180,128,128,TRUE
1685,"FUSPCEU","FUSPCEU_S015","pre-sleep",84,84,180,180,180,61,180,180,180,61,TRUE
1686,"FUSPCEU","FUSPCEU_S015","pre-sleep",85,85,180,180,180,85,180,180,180,85,TRUE
1687,"FUSPCEU","FUSPCEU_S015","pre-sleep",86,86,180,180,180,69,180,180,180,69,TRUE
1688,"FUSPCEU","FUSPCEU_S015","pre-sleep",87,87,180,180,180,103,180,180,180,103,TRUE
1689,"FUSPCEU","FUSPCEU_S015","pre-sleep",88,88,180,180,89,37,180,180,89,37,TRUE
1690,"FUSPCEU","FUSPCEU_S015","pre-sleep",89,89,180,180,180,39,180,180,180,39,TRUE
1691,"FUSPCEU","FUSPCEU_S016","pre-sleep",91,91,180,180,146,120,180,180,146,120,TRUE
1692,"FUSPCEU","FUSPCEU_S016","pre-sleep",93,93,180,180,180,158,180,180,180,158,TRUE
1693,"FUSPCEU","FUSPCEU_S016","pre-sleep",94,94,180,180,180,120,180,180,180,120,TRUE
1694,"FUSPCEU","FUSPCEU_S016","pre-sleep",95,95,180,180,89,76,180,180,89,76,TRUE
1695,"FUSPCEU","FUSPCEU_S017","pre-sleep",97,97,180,180,180,171,180,180,180,171,TRUE
1696,"FUSPCEU","FUSPCEU_S017","pre-sleep",98,98,180,180,180,176,180,180,180,176,TRUE
1697,"FUSPCEU","FUSPCEU_S017","pre-sleep",99,99,180,180,180,180,180,180,180,180,TRUE
1698,"FUSPCEU","FUSPCEU_S017","pre-sleep",100,100,180,180,180,178,180,180,180,178,TRUE
1699,"FUSPCEU","FUSPCEU_S018","pre-sleep",102,102,180,180,180,180,180,180,180,180,TRUE
1700,"FUSPCEU","FUSPCEU_S018","pre-sleep",103,103,180,180,180,165,180,180,180,165,TRUE
1701,"FUSPCEU","FUSPCEU_S018","pre-sleep",104,104,180,180,121,84,180,180,121,84,TRUE
1702,"FUSPCEU","FUSPCEU_S019","pre-sleep",106,106,180,180,180,56,180,180,180,56,TRUE
1703,"FUSPCEU","FUSPCEU_S019","pre-sleep",107,107,180,180,180,104,180,180,180,104,TRUE
1704,"FUSPCEU","FUSPCEU_S019","pre-sleep",108,108,180,180,180,64,180,180,180,64,TRUE
1705,"FUSPCEU","FUSPCEU_S019","pre-sleep",109,109,180,180,180,130,180,180,180,130,TRUE
1706,"FUSPCEU","FUSPCEU_S019","pre-sleep",110,110,180,180,180,152,180,180,180,152,TRUE
1707,"FUSPCEU","FUSPCEU_S019","pre-sleep",111,111,180,180,180,80,180,180,180,80,TRUE
1708,"FUSPCEU","FUSPCEU_S020","pre-sleep",113,113,180,180,180,172,180,180,180,172,TRUE
1709,"FUSPCEU","FUSPCEU_S020","pre-sleep",114,114,180,180,180,171,180,180,180,171,TRUE
1710,"FUSPCEU","FUSPCEU_S020","pre-sleep",115,115,180,180,180,168,180,180,180,168,TRUE
1711,"FUSPCEU","FUSPCEU_S020","pre-sleep",116,116,180,180,180,179,180,180,180,179,TRUE
1712,"FUSPCEU","FUSPCEU_S020","pre-sleep",117,117,180,180,180,180,180,180,180,180,TRUE
1713,"FUSPCEU","FUSPCEU_S020","pre-sleep",118,118,180,180,180,149,180,180,180,149,TRUE
1714,"FUSPCEU","FUSPCEU_S021","pre-sleep",120,120,180,180,32,8,180,180,32,8,TRUE
1715,"FUSPCEU","FUSPCEU_S021","pre-sleep",121,121,180,180,97,34,180,180,97,34,TRUE
1716,"FUSPCEU","FUSPCEU_S021","pre-sleep",123,123,180,180,116,62,180,180,116,62,TRUE
1717,"FUSPCEU","FUSPCEU_S022","pre-sleep",125,125,180,180,180,33,180,180,180,33,TRUE
1718,"FUSPCEU","FUSPCEU_S022","pre-sleep",126,126,180,180,180,21,180,180,180,21,TRUE
1719,"FUSPCEU","FUSPCEU_S022","pre-sleep",127,127,180,180,180,149,180,180,180,149,TRUE
1720,"FUSPCEU","FUSPCEU_S022","pre-sleep",128,128,180,180,180,3,180,180,180,3,TRUE
1721,"FUSPCEU","FUSPCEU_S022","pre-sleep",129,129,180,180,180,70,180,180,180,70,TRUE
1722,"FUSPCEU","FUSPCEU_S022","pre-sleep",130,130,180,180,180,44,180,180,180,44,TRUE
1723,"FUSPCEU","FUSPCEU_S023","pre-sleep",132,132,180,180,180,107,180,180,180,107,TRUE
1724,"FUSPCEU","FUSPCEU_S023","pre-sleep",133,133,180,180,180,34,180,180,180,34,TRUE
1725,"FUSPCEU","FUSPCEU_S023","pre-sleep",134,134,180,180,180,180,180,180,180,180,TRUE
1726,"FUSPCEU","FUSPCEU_S023","pre-sleep",135,135,180,180,180,91,180,180,180,91,TRUE
1727,"FUSPCEU","FUSPCEU_S024","pre-sleep",137,137,180,180,180,180,180,180,180,180,TRUE
1728,"FUSPCEU","FUSPCEU_S024","pre-sleep",138,138,180,180,145,139,180,180,145,139,TRUE
1729,"FUSPCEU","FUSPCEU_S024","pre-sleep",139,139,180,180,180,178,180,180,180,178,TRUE
1730,"FUSPCEU","FUSPCEU_S024","pre-sleep",140,140,180,180,180,180,180,180,180,180,TRUE
1731,"FUSPCEU","FUSPCEU_S024","pre-sleep",141,141,180,180,180,114,180,180,180,114,TRUE
1732,"FUSPCEU","FUSPCEU_S024","pre-sleep",142,142,180,180,150,131,180,180,150,131,TRUE
1733,"FUSPCEU","FUSPCEU_S025","pre-sleep",144,144,180,180,131,41,180,180,131,41,TRUE
1734,"FUSPCEU","FUSPCEU_S025","pre-sleep",145,145,180,180,54,38,180,180,54,38,TRUE
1735,"FUSPCEU","FUSPCEU_S025","pre-sleep",146,146,180,180,180,38,180,180,180,38,TRUE
1736,"FUSPCEU","FUSPCEU_S025","pre-sleep",148,148,180,180,85,56,180,180,85,56,TRUE
1737,"FUSPCEU","FUSPCEU_S025","pre-sleep",149,149,180,180,159,26,180,180,159,26,TRUE
1738,"IZTECH","IZTECH_S001","pre-sleep",2,2,180,180,180,180,180,180,180,180,TRUE
1739,"IZTECH","IZTECH_S001","pre-sleep",3,3,180,180,180,180,180,180,180,180,TRUE
1740,"IZTECH","IZTECH_S001","pre-sleep",4,4,180,180,180,98,180,180,180,98,TRUE
1741,"IZTECH","IZTECH_S001","pre-sleep",5,5,180,180,180,168,180,180,180,168,TRUE
1742,"IZTECH","IZTECH_S001","pre-sleep",6,6,180,180,180,124,180,180,180,124,TRUE
1743,"IZTECH","IZTECH_S001","pre-sleep",7,7,180,180,180,129,180,180,180,129,TRUE
1744,"IZTECH","IZTECH_S001","pre-sleep",8,8,180,180,180,153,180,180,180,153,TRUE
1745,"IZTECH","IZTECH_S001","pre-sleep",9,9,180,180,140,109,180,180,140,109,TRUE
1746,"IZTECH","IZTECH_S002","pre-sleep",11,11,180,180,100,50,180,180,100,50,TRUE
1747,"IZTECH","IZTECH_S002","pre-sleep",12,12,180,180,62,14,180,180,62,14,TRUE
1748,"IZTECH","IZTECH_S002","pre-sleep",13,13,180,180,180,18,180,180,180,18,TRUE
1749,"IZTECH","IZTECH_S002","pre-sleep",14,14,180,180,152,135,180,180,152,135,TRUE
1750,"IZTECH","IZTECH_S002","pre-sleep",15,15,180,180,164,106,180,180,164,106,TRUE
1751,"IZTECH","IZTECH_S002","pre-sleep",16,16,180,180,180,147,180,180,180,147,TRUE
1752,"IZTECH","IZTECH_S002","pre-sleep",17,17,180,180,80,0,180,180,80,0,TRUE
1753,"IZTECH","IZTECH_S003","pre-sleep",19,19,180,180,100,7,180,180,100,7,TRUE
1754,"IZTECH","IZTECH_S003","pre-sleep",20,20,180,180,180,49,180,180,180,49,TRUE
1755,"IZTECH","IZTECH_S003","pre-sleep",21,21,180,180,180,48,180,180,180,48,TRUE
1756,"IZTECH","IZTECH_S003","pre-sleep",22,22,180,180,180,23,180,180,180,23,TRUE
1757,"IZTECH","IZTECH_S003","pre-sleep",23,23,180,180,180,13,180,180,180,13,TRUE
1758,"IZTECH","IZTECH_S003","pre-sleep",24,24,180,180,180,84,180,180,180,84,TRUE
1759,"IZTECH","IZTECH_S003","pre-sleep",25,25,180,180,60,9,180,180,60,9,TRUE
1760,"IZTECH","IZTECH_S004","pre-sleep",28,28,180,180,30,30,180,180,30,30,TRUE
1761,"IZTECH","IZTECH_S004","pre-sleep",29,29,180,180,180,98,180,180,180,98,TRUE
1762,"IZTECH","IZTECH_S004","pre-sleep",30,30,180,180,180,49,180,180,180,49,TRUE
1763,"IZTECH","IZTECH_S004","pre-sleep",31,31,180,180,180,43,180,180,180,43,TRUE
1764,"IZTECH","IZTECH_S004","pre-sleep",32,32,180,180,180,106,180,180,180,106,TRUE
1765,"IZTECH","IZTECH_S004","pre-sleep",33,33,180,180,120,44,180,180,120,44,TRUE
1766,"IZTECH","IZTECH_S005","pre-sleep",36,36,180,180,180,68,180,180,180,68,TRUE
1767,"IZTECH","IZTECH_S005","pre-sleep",37,37,180,180,180,79,180,180,180,79,TRUE
1768,"IZTECH","IZTECH_S005","pre-sleep",38,38,180,180,180,69,180,180,180,69,TRUE
1769,"IZTECH","IZTECH_S005","pre-sleep",39,39,180,180,140,100,180,180,140,100,TRUE
1770,"IZTECH","IZTECH_S005","pre-sleep",40,40,180,180,180,28,180,180,180,28,TRUE
1771,"IZTECH","IZTECH_S005","pre-sleep",41,41,180,180,147,51,180,180,147,51,TRUE
1772,"IZTECH","IZTECH_S006","pre-sleep",43,43,180,180,3,3,180,180,3,3,TRUE
1773,"IZTECH","IZTECH_S006","pre-sleep",44,44,180,180,131,129,180,180,131,129,TRUE
1774,"IZTECH","IZTECH_S006","pre-sleep",45,45,180,180,180,51,180,180,180,51,TRUE
1775,"IZTECH","IZTECH_S006","pre-sleep",46,46,180,180,180,177,180,180,180,177,TRUE
1776,"IZTECH","IZTECH_S006","pre-sleep",47,47,180,180,125,125,180,180,125,125,TRUE
1777,"IZTECH","IZTECH_S006","pre-sleep",48,48,180,180,180,180,180,180,180,180,TRUE
1778,"IZTECH","IZTECH_S006","pre-sleep",49,49,180,180,25,23,180,180,25,23,TRUE
1779,"IZTECH","IZTECH_S007","pre-sleep",52,52,180,180,180,151,180,180,180,151,TRUE
1780,"IZTECH","IZTECH_S007","pre-sleep",53,53,180,180,180,117,180,180,180,117,TRUE
1781,"IZTECH","IZTECH_S007","pre-sleep",54,54,180,180,180,120,180,180,180,120,TRUE
1782,"IZTECH","IZTECH_S007","pre-sleep",55,55,180,180,180,119,180,180,180,119,TRUE
1783,"IZTECH","IZTECH_S007","pre-sleep",56,56,180,180,180,159,180,180,180,159,TRUE
1784,"IZTECH","IZTECH_S007","pre-sleep",57,57,180,180,121,100,180,180,121,100,TRUE
1785,"IZTECH","IZTECH_S008","pre-sleep",60,60,180,180,180,127,180,180,180,127,TRUE
1786,"IZTECH","IZTECH_S008","pre-sleep",61,61,180,180,180,53,180,180,180,53,TRUE
1787,"IZTECH","IZTECH_S008","pre-sleep",62,62,180,180,180,79,180,180,180,79,TRUE
1788,"IZTECH","IZTECH_S008","pre-sleep",63,63,180,180,180,53,180,180,180,53,TRUE
1789,"IZTECH","IZTECH_S008","pre-sleep",65,65,180,180,180,74,180,180,180,74,TRUE
1790,"IZTECH","IZTECH_S009","pre-sleep",68,68,180,180,164,83,180,180,164,83,TRUE
1791,"IZTECH","IZTECH_S009","pre-sleep",69,69,180,180,146,67,180,180,146,67,TRUE
1792,"IZTECH","IZTECH_S009","pre-sleep",71,71,180,180,172,146,180,180,172,146,TRUE
1793,"IZTECH","IZTECH_S009","pre-sleep",72,72,180,180,149,149,180,180,149,149,TRUE
1794,"IZTECH","IZTECH_S009","pre-sleep",73,73,180,180,21,0,180,180,21,0,TRUE
1795,"IZTECH","IZTECH_S010","pre-sleep",76,76,180,180,60,14,180,180,60,14,TRUE
1796,"IZTECH","IZTECH_S010","pre-sleep",77,77,180,180,180,125,180,180,180,125,TRUE
1797,"IZTECH","IZTECH_S010","pre-sleep",78,78,180,180,115,32,180,180,115,32,TRUE
1798,"IZTECH","IZTECH_S010","pre-sleep",79,79,180,180,120,72,180,180,120,72,TRUE
1799,"IZTECH","IZTECH_S010","pre-sleep",80,80,180,180,135,26,180,180,135,26,TRUE
1800,"IZTECH","IZTECH_S010","pre-sleep",81,81,180,180,135,56,180,180,135,56,TRUE
1801,"IZTECH","IZTECH_S011","pre-sleep",84,84,180,180,120,2,180,180,120,2,TRUE
