placement,data_scenario_id,model_implementation_id,scenario,metric_order,metric_id,analysis_unit,stage,scope,site,model_observations,participants,participant_days,participant_hours,contributing_participant_days,metric_support_missing_observations,metric_support_valid_hours,metric_support_expected_hours,prepared_record_support_missing_observations,prepared_record_valid_melEDI_hours,prepared_record_valid_illuminance_hours,sites,excluded_observations,status
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,BAUA,99,18,99,,99,99,,,99,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,FUSPCEU,120,23,120,,120,120,,,120,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,IZTECH,96,17,96,,96,96,,,96,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,KNUST,74,15,74,,74,74,,,74,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,MPI,147,26,147,,147,147,,,147,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,THUAS,75,13,75,,75,75,,,75,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,TUM,59,10,59,,59,59,,,59,,,1,1,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,metric_estimable,overall,ALL,778,141,778,,778,778,,,778,,,9,33,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,BAUA,99,18,99,,99,99,,,99,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,FUSPCEU,120,23,120,,120,120,,,120,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,IZTECH,96,17,96,,96,96,,,96,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,KNUST,74,15,74,,74,74,,,74,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,MPI,147,26,147,,147,147,,,147,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,THUAS,75,13,75,,75,75,,,75,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,TUM,59,10,59,,59,59,,,59,,,1,1,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,site_photoperiod_model,overall,ALL,778,141,778,,778,778,,,778,,,9,33,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,BAUA,99,18,99,,99,99,,,99,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,FUSPCEU,120,23,120,,120,120,,,120,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,IZTECH,96,17,96,,96,96,,,96,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,KNUST,74,15,74,,74,74,,,74,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,MPI,147,26,147,,147,147,,,147,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,THUAS,75,13,75,,75,75,,,75,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,TUM,59,10,59,,59,59,,,59,,,1,1,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,latitude_photoperiod_model,overall,ALL,778,141,778,,778,778,,,778,,,9,33,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,prepared_rows,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,BAUA,99,18,99,,99,99,,,99,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,FUSPCEU,120,23,120,,120,120,,,120,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,IZTECH,96,17,96,,96,96,,,96,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,KNUST,74,15,74,,74,74,,,74,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,MPI,147,26,147,,147,147,,,147,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,THUAS,75,13,75,,75,75,,,75,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,TUM,59,10,59,,59,59,,,59,,,1,1,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,metric_estimable,overall,ALL,778,141,778,,778,778,,,778,,,9,33,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,BAUA,99,18,99,,99,99,,,99,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,FUSPCEU,120,23,120,,120,120,,,120,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,IZTECH,96,17,96,,96,96,,,96,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,KNUST,74,15,74,,74,74,,,74,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,MPI,147,26,147,,147,147,,,147,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,THUAS,75,13,75,,75,75,,,75,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,TUM,59,10,59,,59,59,,,59,,,1,1,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,site_photoperiod_model,overall,ALL,778,141,778,,778,778,,,778,,,9,33,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,BAUA,99,18,99,,99,99,,,99,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,FUSPCEU,120,23,120,,120,120,,,120,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,IZTECH,96,17,96,,96,96,,,96,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,KNUST,74,15,74,,74,74,,,74,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,MPI,147,26,147,,147,147,,,147,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,THUAS,75,13,75,,75,75,,,75,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,TUM,59,10,59,,59,59,,,59,,,1,1,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,14,first_timing_above_250,participant_day,latitude_photoperiod_model,overall,ALL,778,141,778,,778,778,,,778,,,9,33,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,prepared_rows,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,BAUA,99,18,99,,99,99,,,99,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,FUSPCEU,120,23,120,,120,120,,,120,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,IZTECH,96,17,96,,96,96,,,96,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,KNUST,74,15,74,,74,74,,,74,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,MPI,147,26,147,,147,147,,,147,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,THUAS,75,13,75,,75,75,,,75,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,TUM,59,10,59,,59,59,,,59,,,1,1,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,metric_estimable,overall,ALL,778,141,778,,778,778,,,778,,,9,33,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,site,BAUA,99,18,99,,99,99,,,99,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,site,FUSPCEU,120,23,120,,120,120,,,120,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,15,last_timing_above_250,participant_day,site_photoperiod_model,site,IZTECH,96,17,96,,96,96,,,96,,,1,6,AVAILABLE
