"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes","preview_endpoint","source_html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",23,22815,22829,"stub_1_4 sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0011 tbl-plan-person-level-synthesis-gt-candidate--gt-0006","stub_1_4|sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0011|tbl-plan-person-level-synthesis-gt-candidate--gt-0006",25309,25415,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",24,23381,23402,"stub_1_4 qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0011 tbl-plan-person-level-synthesis-gt-candidate--gt-0007","stub_1_4|qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0011|tbl-plan-person-level-synthesis-gt-candidate--gt-0007",25967,26073,22,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",12,23955,23962,"stub_1_5","tbl-plan-person-level-synthesis-gt-candidate--gt-0012","","",26626,26678,8,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",25,24596,24609,"stub_1_5 scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0012 tbl-plan-person-level-synthesis-gt-candidate--gt-0002","stub_1_5|scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0012|tbl-plan-person-level-synthesis-gt-candidate--gt-0002",27312,27418,14,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",26,25132,25146,"stub_1_5 result","tbl-plan-person-level-synthesis-gt-candidate--gt-0012 tbl-plan-person-level-synthesis-gt-candidate--gt-0003","stub_1_5|result","tbl-plan-person-level-synthesis-gt-candidate--gt-0012|tbl-plan-person-level-synthesis-gt-candidate--gt-0003",27941,28047,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",27,25770,25785,"stub_1_5 fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0012 tbl-plan-person-level-synthesis-gt-candidate--gt-0004","stub_1_5|fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0012|tbl-plan-person-level-synthesis-gt-candidate--gt-0004",28671,28777,16,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",28,26298,26314,"stub_1_5 decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0012 tbl-plan-person-level-synthesis-gt-candidate--gt-0005","stub_1_5|decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0012|tbl-plan-person-level-synthesis-gt-candidate--gt-0005",29290,29396,17,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",29,26821,26835,"stub_1_5 sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0012 tbl-plan-person-level-synthesis-gt-candidate--gt-0006","stub_1_5|sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0012|tbl-plan-person-level-synthesis-gt-candidate--gt-0006",29903,30009,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",30,27380,27401,"stub_1_5 qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0012 tbl-plan-person-level-synthesis-gt-candidate--gt-0007","stub_1_5|qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0012|tbl-plan-person-level-synthesis-gt-candidate--gt-0007",30554,30660,22,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",13,27996,28003,"stub_1_6","tbl-plan-person-level-synthesis-gt-candidate--gt-0013","","",31255,31307,8,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",31,28661,28674,"stub_1_6 scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0013 tbl-plan-person-level-synthesis-gt-candidate--gt-0002","stub_1_6|scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0013|tbl-plan-person-level-synthesis-gt-candidate--gt-0002",31965,32071,14,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",32,29203,29217,"stub_1_6 result","tbl-plan-person-level-synthesis-gt-candidate--gt-0013 tbl-plan-person-level-synthesis-gt-candidate--gt-0003","stub_1_6|result","tbl-plan-person-level-synthesis-gt-candidate--gt-0013|tbl-plan-person-level-synthesis-gt-candidate--gt-0003",32600,32706,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",33,29757,29772,"stub_1_6 fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0013 tbl-plan-person-level-synthesis-gt-candidate--gt-0004","stub_1_6|fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0013|tbl-plan-person-level-synthesis-gt-candidate--gt-0004",33246,33352,16,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",34,30296,30312,"stub_1_6 decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0013 tbl-plan-person-level-synthesis-gt-candidate--gt-0005","stub_1_6|decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0013|tbl-plan-person-level-synthesis-gt-candidate--gt-0005",33876,33982,17,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",35,30813,30827,"stub_1_6 sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0013 tbl-plan-person-level-synthesis-gt-candidate--gt-0006","stub_1_6|sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0013|tbl-plan-person-level-synthesis-gt-candidate--gt-0006",34483,34589,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",36,31365,31386,"stub_1_6 qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0013 tbl-plan-person-level-synthesis-gt-candidate--gt-0007","stub_1_6|qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0013|tbl-plan-person-level-synthesis-gt-candidate--gt-0007",35127,35233,22,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","id",14,31985,31992,"stub_1_7","tbl-plan-person-level-synthesis-gt-candidate--gt-0014","","",35832,35884,8,53,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",37,32658,32671,"stub_1_7 scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0014 tbl-plan-person-level-synthesis-gt-candidate--gt-0002","stub_1_7|scale","tbl-plan-person-level-synthesis-gt-candidate--gt-0014|tbl-plan-person-level-synthesis-gt-candidate--gt-0002",36550,36656,14,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",38,33215,33229,"stub_1_7 result","tbl-plan-person-level-synthesis-gt-candidate--gt-0014 tbl-plan-person-level-synthesis-gt-candidate--gt-0003","stub_1_7|result","tbl-plan-person-level-synthesis-gt-candidate--gt-0014|tbl-plan-person-level-synthesis-gt-candidate--gt-0003",37200,37306,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",39,33868,33883,"stub_1_7 fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0014 tbl-plan-person-level-synthesis-gt-candidate--gt-0004","stub_1_7|fdr_set","tbl-plan-person-level-synthesis-gt-candidate--gt-0014|tbl-plan-person-level-synthesis-gt-candidate--gt-0004",37945,38051,16,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",40,34443,34459,"stub_1_7 decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0014 tbl-plan-person-level-synthesis-gt-candidate--gt-0005","stub_1_7|decision","tbl-plan-person-level-synthesis-gt-candidate--gt-0014|tbl-plan-person-level-synthesis-gt-candidate--gt-0005",38611,38717,17,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",41,34981,34995,"stub_1_7 sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0014 tbl-plan-person-level-synthesis-gt-candidate--gt-0006","stub_1_7|sample","tbl-plan-person-level-synthesis-gt-candidate--gt-0014|tbl-plan-person-level-synthesis-gt-candidate--gt-0006",39239,39345,15,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
1,"tbl-plan-person-level-synthesis-gt-candidate","headers",42,35578,35599,"stub_1_7 qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0014 tbl-plan-person-level-synthesis-gt-candidate--gt-0007","stub_1_7|qualification","tbl-plan-person-level-synthesis-gt-candidate--gt-0014|tbl-plan-person-level-synthesis-gt-candidate--gt-0007",39928,40034,22,107,"tbl-plan-person-level-synthesis-gt-candidate","audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-person-level-synthesis-gt-candidate.html"
